40,MU_UART,0x55 0x01 0x02 0x00 0x11 0x00 0x00 0x40 0x97 0xBE,0x55 0x00 0x02 0x00 0x11 0x00 0x00 0x40 0x97 0xBF,,
41,INPUT5V,23,1,,"должно быть 0, но там 1"
41,INPUT5V,2,0,,
41,INPUT5V,3,0,,
41,INPUT5V,4,1,,
41,INPUT5V,5,1,,
41,INPUT5V,6,1,,
41,INPUT5V,17,0,,"должно быть 1, но там 0"
41,INOUT,IN,6,0,
41,INOUT,IN,2,0,
41,INOUT,IN,3,0,
41,INOUT,IN,4,0,
41,INOUT,IN,5,0,
41,INOUT,IN,1,0,
41,INOUT,IN,7,1,
41,INOUT,IN,8,0,
42,MU_UART,0x55 0x01 0x02 0x00 0x11 0x00 0x00 0x80 0x97 0x7E,0x55 0x00 0x02 0x00 0x11 0x00 0x00 0x80 0x97 0x7F,,
43,INPUT5V,23,1,,"должно быть 0, но там 1"
43,INPUT5V,2,0,,
43,INPUT5V,3,0,,
43,INPUT5V,4,1,,
43,INPUT5V,5,1,,
43,INPUT5V,6,1,,
43,INPUT5V,17,0,,"должно быть 1, но там 0"
43,INOUT,IN,6,0,
43,INOUT,IN,2,0,
43,INOUT,IN,3,0,
43,INOUT,IN,4,0,
43,INOUT,IN,5,0,
43,INOUT,IN,1,0,
43,INOUT,IN,7,0,
43,INOUT,IN,8,1,
,"должно быть 0, но там 1",,,,
